posX,posY,accX,accY,velX,velY
499.837557,129.650657,0.000000,0.000000,0.000000,0.000000
499.837557,129.650657,0.000000,0.000000,0.000000,0.000000
495.815838,132.605348,-3.844797,2.946774,-4.021719,2.954691
491.791536,135.565731,-0.002583,0.005693,-4.024302,2.960383
487.777361,138.529834,0.010127,0.003721,-4.014175,2.964104
483.747801,141.490011,-0.019362,-0.001005,-4.029560,2.960177
479.719871,144.452405,-0.002567,0.005303,-4.027930,2.962394
475.696561,147.415444,0.004621,0.000645,-4.023310,2.963039
471.668163,150.375625,-0.005088,-0.002857,-4.028398,2.960182
467.639686,153.337276,-0.000578,0.001836,-4.028477,2.961651
463.618244,156.308471,0.004470,0.011438,-4.021443,2.971195
459.598843,159.269407,0.002041,-0.010259,-4.019401,2.960936
455.577321,162.233349,-0.002121,0.003006,-4.021522,2.963942
451.551659,165.198825,-0.008818,0.004980,-4.025662,2.965476
447.527173,168.161451,0.001176,-0.002849,-4.024486,2.962626
447.405231,173.158443,3.902545,2.034365,-0.121941,4.996992
447.300425,178.157344,0.017037,0.006623,-0.104806,4.998901
447.193769,183.156155,-0.001850,-0.000091,-0.106656,4.998811
447.077528,188.154804,-0.009684,0.004081,-0.116242,4.998649
446.971967,193.152578,0.010681,-0.000874,-0.105560,4.997775
446.861670,198.151361,-0.004818,0.004664,-0.110297,4.998783
446.738427,203.149842,-0.013005,0.002118,-0.123243,4.998481
446.630635,208.146899,0.015450,-0.001424,-0.107792,4.997057
446.510853,213.142631,-0.011990,-0.001325,-0.119782,4.995732
446.396533,218.141324,0.005296,0.010216,-0.114320,4.998693
445.901520,223.116760,-0.382920,-0.000875,-0.495013,4.975436
445.535647,228.103355,0.128544,0.019272,-0.365873,4.986596
445.242296,233.094742,0.072466,0.005742,-0.293351,4.991387
445.001161,238.088925,0.051641,0.014721,-0.241134,4.994182
445.002583,243.086811,0.242556,0.003704,0.001421,4.997886
444.998496,248.076715,-0.005508,-0.007982,-0.004087,4.989904
444.993487,253.076713,-0.000926,0.013970,-0.005009,4.999997
444.998131,258.074792,0.009653,-0.001919,0.004644,4.998079
444.998928,263.070265,-0.003847,-0.002605,0.000797,4.995474
444.996983,268.061654,-0.002742,-0.004085,-0.001945,4.991389
444.982902,273.061634,-0.012144,0.011234,-0.014081,4.999980
446.899916,277.679540,1.934301,-0.374352,1.917014,4.617906
447.801887,279.792819,-1.015043,-2.504628,0.901971,2.113278
449.698746,284.388931,0.994888,2.482834,1.896859,4.596112
450.570068,286.421085,-1.025537,-2.563958,0.871322,2.032154
452.441709,290.977465,1.000320,2.524227,1.871641,4.556381
453.276180,292.931152,-1.037171,-2.602694,0.834471,1.953687
455.144077,297.472613,1.033426,2.587775,1.867897,4.541461
455.951359,299.340642,-1.060615,-2.673432,0.807282,1.868029
457.806162,303.844634,1.047521,2.635963,1.854803,4.503992
458.578539,305.641501,-1.082427,-2.707125,0.772377,1.796867
460.431033,310.113061,1.080117,2.674694,1.852494,4.471561
461.164792,311.838358,-1.118735,-2.746264,0.733759,1.725297
463.003258,316.281646,1.104707,2.717991,1.838466,4.443288
463.700346,317.937826,-1.141377,-2.787108,0.697089,1.656180
465.532536,322.356576,1.135101,2.762570,1.832189,4.418750
466.200727,323.934163,-1.163998,-2.841163,0.668191,1.577587
468.014711,328.325194,1.145793,2.813444,1.813984,4.391031
468.657993,329.824166,-1.170701,-2.892058,0.643283,1.498973
470.459535,334.200844,1.158260,2.877705,1.801542,4.376677
471.074410,335.619751,-1.186668,-2.957769,0.614875,1.418908
472.866118,339.969395,1.176833,2.930736,1.791708,4.349643
473.454620,341.324616,-1.203206,-2.994423,0.588502,1.355221
475.231434,345.634638,1.188312,2.954801,1.776814,4.310022
475.795084,346.920759,-1.213164,-3.023901,0.563650,1.286121
477.558631,351.223465,1.199898,3.016584,1.763548,4.302706
478.083100,352.440399,-1.239079,-3.085772,0.524469,1.216934
479.853240,356.709171,1.245671,3.051838,1.770140,4.268772
480.340828,357.861643,-1.282552,-3.116299,0.487588,1.152472
482.105968,362.102957,1.277551,3.088842,1.765139,4.241314
482.571955,363.190549,-1.299152,-3.153722,0.465987,1.087592
484.322001,367.422967,1.284058,3.144826,1.750046,4.232418
484.739141,368.430864,-1.332905,-3.224521,0.417141,1.007897
486.503330,372.655250,1.347048,3.216489,1.764188,4.224386
486.883127,373.582774,-1.384391,-3.296862,0.379797,0.927523
488.650326,377.793816,1.387402,3.283519,1.767200,4.211043
488.991900,378.648171,-1.425626,-3.356688,0.341574,0.854355
490.762607,382.838117,1.429133,3.335591,1.770707,4.189946
491.066398,383.627392,-1.466916,-3.400671,0.303791,0.789275
492.840650,387.808133,1.470461,3.391466,1.774251,4.180741
493.110952,388.528960,-1.503949,-3.459914,0.270302,0.720827
494.882120,392.691333,1.500866,3.441546,1.771169,4.162373
494.991455,393.368011,-1.661834,-3.485695,0.109334,0.676678
496.777979,397.392781,1.677190,3.348092,1.786524,4.024770
497.046349,398.045023,-1.518154,-3.372528,0.268370,0.652242
497.046349,398.045023,-1.518154,-3.372528,0.268370,0.652242
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
497.046349,398.045023,0.000000,0.000000,0.000000,0.000000
493.332130,401.392347,-3.991608,2.703211,-3.714219,3.347324
489.613659,404.734946,-0.005006,-0.004047,-3.718471,3.342599
485.893030,408.075144,-0.008139,0.002968,-3.720629,3.340198
482.183683,411.427866,0.006085,0.017222,-3.709347,3.352722
478.539147,414.741381,0.064811,-0.039208,-3.644536,3.313514
474.839245,418.088335,-0.055366,0.033440,-3.699902,3.346954
471.126978,421.428626,-0.012364,-0.006663,-3.712267,3.340291
467.413183,424.775866,-0.001529,0.006949,-3.713795,3.347240
463.710005,428.125696,0.010617,0.002591,-3.703178,3.349831
459.996769,431.472479,-0.010058,-0.003048,-3.713236,3.346782
456.285000,434.815716,0.001467,-0.003545,-3.711769,3.343237
452.576035,438.168860,-0.001466,0.013767,-3.708965,3.353144
448.862922,441.517411,-0.015721,0.005845,-3.713112,3.348551
445.152416,444.868850,-0.010930,0.015114,-3.710506,3.351439
445.141408,449.868838,3.699497,1.648954,-0.011008,4.999988
445.142012,454.863210,0.011613,-0.005616,0.000604,4.994372
445.140413,459.863210,-0.002206,0.012473,-0.001599,5.000000
445.132523,464.862599,-0.006291,-0.000611,-0.007890,4.999389
445.115465,469.858220,-0.009168,-0.003768,-0.017059,4.995621
445.112029,474.852646,0.013623,-0.001195,-0.003436,4.994426
445.111630,479.848886,0.003037,0.001814,-0.000399,4.996241
445.096925,484.841496,-0.014306,-0.003631,-0.014705,4.992609
445.082309,489.840066,0.000089,0.005961,-0.014616,4.998570
445.070619,494.832751,0.002926,-0.005885,-0.011690,4.992685
444.851671,499.827955,-0.207338,0.004347,-0.218948,4.995204
444.683973,504.814432,0.051250,-0.008726,-0.167698,4.986478
444.541768,509.812410,0.025335,0.017029,-0.142205,4.997977
444.599407,514.811922,0.199845,0.001535,0.057639,4.999512
444.653379,519.808239,-0.003668,-0.003195,0.053972,4.996317
444.695364,524.806029,-0.011986,0.001473,0.041985,4.997790
444.748466,529.803354,0.011117,-0.000466,0.053102,4.997325
444.803182,534.799227,0.001613,-0.001451,0.054715,4.995873
444.856196,539.798946,-0.001572,0.016059,0.053014,4.999719
444.897094,544.798779,-0.012106,0.001346,0.040898,4.999833
444.954303,549.794177,0.016310,-0.004435,0.057209,4.995398
446.895962,554.395638,1.884451,-0.393937,1.941660,4.601461
447.790619,556.491271,-1.047003,-2.505828,0.894657,2.095633
449.708541,561.062829,1.023264,2.475925,1.917921,4.571558
450.579166,563.085940,-1.047296,-2.548447,0.870625,2.023111
452.483286,567.624289,1.033494,2.515238,1.904120,4.538349
453.312333,569.570406,-1.075072,-2.592232,0.829047,1.946117
455.203382,574.069775,1.062001,2.553252,1.891049,4.499369
456.001582,575.943527,-1.092848,-2.625616,0.798200,1.873752
457.877940,580.401045,1.078157,2.583765,1.876358,4.457518
458.655535,582.214420,-1.098762,-2.644143,0.777595,1.813375
460.521302,586.634839,1.088171,2.607044,1.865766,4.420419
461.268588,588.380696,-1.118480,-2.674562,0.747286,1.745857
463.117018,592.774666,1.101144,2.648113,1.848430,4.393970
463.835263,594.440868,-1.130184,-2.727768,0.718246,1.666202
465.671133,598.807705,1.117624,2.700635,1.835870,4.366837
466.354749,600.397697,-1.152254,-2.776844,0.683616,1.589993
468.176288,604.737902,1.137923,2.750212,1.821539,4.340205
468.828709,606.258243,-1.169117,-2.819864,0.652422,1.520341
470.653274,610.568500,1.172143,2.789917,1.824565,4.310257
471.256066,612.020672,-1.221773,-2.858085,0.602792,1.452172
473.082433,616.305465,1.223576,2.832620,1.826368,4.284792
473.649261,617.697087,-1.259540,-2.893170,0.566827,1.391623
475.464716,621.950903,1.248628,2.862193,1.815455,4.253816
476.003192,623.277842,-1.276978,-2.926877,0.538477,1.326939
477.817362,627.499782,1.275693,2.895002,1.814170,4.221941
478.326304,628.756209,-1.305228,-2.965514,0.508942,1.256427
480.116761,632.963636,1.281515,2.951000,1.790457,4.207427
480.605060,634.148176,-1.302158,-3.022886,0.488299,1.184540
482.392048,638.329988,1.298688,2.997272,1.786988,4.181812
482.850876,639.453447,-1.328159,-3.058354,0.458829,1.123459
484.627309,643.618337,1.317604,3.041432,1.776432,4.164890
485.052686,644.659880,-1.351055,-3.123348,0.425377,1.041543
486.827065,648.819577,1.349002,3.118154,1.774379,4.159697
487.215787,649.783579,-1.385658,-3.195695,0.388722,0.964002
488.979505,653.936701,1.374996,3.189119,1.763718,4.153122
489.340934,654.822377,-1.402289,-3.267446,0.361429,0.885676
491.098041,658.964490,1.395678,3.256436,1.757107,4.142113
491.437238,659.779723,-1.417911,-3.326879,0.339197,0.815234
493.188781,663.914884,1.412346,3.319928,1.751543,4.135161
493.504114,664.649496,-1.436209,-3.400550,0.315334,0.734611
495.235834,668.772854,1.416386,3.388747,1.731720,4.123358
495.528291,669.436808,-1.439263,-3.459405,0.292457,0.663953
497.251905,673.547572,1.431157,3.446811,1.723614,4.110765
497.412332,674.174367,-1.563187,-3.483970,0.160427,0.626795
497.412332,674.174367,-1.563187,-3.483970,0.160427,0.626795
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
497.412332,674.174367,0.000000,0.000000,0.000000,0.000000
494.338696,670.983318,-3.234063,-3.817844,-3.073637,-3.191049
490.896627,667.356727,-0.368914,-0.436049,-3.442069,-3.626591
487.458736,663.726175,0.004152,-0.003990,-3.437890,-3.630552
484.016202,660.101567,-0.004644,0.005944,-3.442535,-3.624608
480.574084,656.475023,-0.002586,-0.005100,-3.442118,-3.626544
477.131177,652.850539,-0.000788,0.002060,-3.442906,-3.624484
473.691143,649.222018,0.002207,-0.004738,-3.440034,-3.628521
470.248105,645.604505,-0.003003,0.011007,-3.443038,-3.617513
466.805786,641.992620,0.000718,0.005628,-3.442320,-3.611885
463.369256,638.372363,0.005790,-0.008372,-3.436530,-3.620257
459.925942,634.746954,-0.009820,-0.008349,-3.443314,-3.625409
456.483655,631.120570,-0.003956,-0.006224,-3.442287,-3.626384
453.046149,627.498674,0.004782,0.004488,-3.437506,-3.621896
449.608597,623.867801,-0.005701,-0.014951,-3.437552,-3.630873
446.173728,620.238266,0.002682,0.001338,-3.434870,-3.629535
442.737703,616.608800,-0.001155,0.000069,-3.436025,-3.629466
439.294363,612.983416,-0.007925,0.003439,-3.443340,-3.625384
435.855456,609.353826,0.002957,-0.005765,-3.438906,-3.629590
432.411022,605.729482,-0.009892,0.000653,-3.444434,-3.624344
428.975667,602.109902,0.009080,0.004764,-3.435355,-3.619580
425.540147,598.485345,-0.000165,-0.004976,-3.435520,-3.624557
422.098640,594.860097,-0.005987,-0.000692,-3.441507,-3.625248
418.675364,591.233268,0.018231,-0.001581,-3.423276,-3.626829
415.244657,587.603766,-0.007431,-0.002673,-3.430707,-3.629502
411.801865,583.977862,-0.012303,0.003370,-3.442793,-3.625904
408.364443,580.358216,0.005371,0.006258,-3.437422,-3.619646
404.928563,576.725762,-0.005429,-0.020177,-3.435880,-3.632454
401.494253,573.092905,0.001571,-0.000402,-3.434309,-3.632856
398.059740,569.470138,-0.000204,0.010090,-3.434514,-3.622767
394.623727,565.842513,-0.001499,-0.004858,-3.436013,-3.627625
391.181923,562.215671,-0.006722,-0.000197,-3.441804,-3.626842
387.733692,558.594939,-0.009332,0.003058,-3.448230,-3.620733
384.294989,554.970560,0.009527,-0.003646,-3.438703,-3.624379
380.852033,551.344810,-0.006572,-0.003814,-3.442955,-3.625749
377.403784,547.724095,-0.006157,0.004128,-3.448249,-3.620715
373.970953,544.092616,0.015418,-0.010764,-3.432831,-3.631479
370.527413,540.467422,-0.018990,-0.002434,-3.443540,-3.625194
367.083960,536.842145,-0.001564,-0.001819,-3.443453,-3.625277
363.649196,533.208636,0.006942,-0.010082,-3.434764,-3.633510
360.208828,529.580431,-0.006209,0.004667,-3.440368,-3.628205
356.762803,525.957598,-0.006704,0.004271,-3.446024,-3.622833
353.320488,522.335176,0.003709,0.000410,-3.442315,-3.622422
349.874448,518.712705,-0.003725,-0.000049,-3.446040,-3.622471
346.435229,515.083972,0.006820,-0.006262,-3.439220,-3.628733
343.004679,511.456437,0.008670,0.001198,-3.430550,-3.627535
339.565918,507.826709,-0.013153,-0.007409,-3.438761,-3.629728
336.123885,504.201494,-0.003273,0.004513,-3.442033,-3.625215
332.679696,500.579125,-0.002155,0.002845,-3.444188,-3.622370
329.239073,496.951981,0.003565,-0.004774,-3.440623,-3.627144
325.808884,493.319636,0.010434,-0.005201,-3.430189,-3.632345
322.371478,489.694261,-0.007218,0.006969,-3.437406,-3.625376
318.931314,486.065863,-0.006052,-0.006496,-3.440164,-3.628398
315.511311,482.434249,0.020161,-0.003216,-3.420003,-3.631614
312.072265,478.804791,-0.027853,-0.007141,-3.439046,-3.629458
308.629295,475.185405,-0.003924,0.010071,-3.442970,-3.619386
305.195892,471.570331,0.009567,0.004313,-3.433403,-3.615074
301.746772,467.954439,-0.015716,-0.000819,-3.449119,-3.615892
298.309756,464.323059,0.006124,-0.021805,-3.437016,-3.631380
294.871528,460.705991,-0.001212,0.014312,-3.438228,-3.617068
291.429162,457.079682,-0.005455,-0.010631,-3.442365,-3.626310
287.997844,453.442917,0.003439,-0.018518,-3.431318,-3.636764
284.558964,449.813303,-0.012730,0.001696,-3.438881,-3.629614
281.117105,446.186513,-0.003736,0.002025,-3.441859,-3.626791
277.089469,443.226756,-0.585778,0.667034,-4.027636,-2.959757
276.222694,442.598346,3.160861,2.331346,-0.866775,-0.628410
272.201565,439.642378,-3.154354,-2.327558,-4.021129,-2.955968
271.403265,439.055620,3.222829,2.369210,-0.798300,-0.586758
267.405483,436.123823,-3.199481,-2.345039,-3.997782,-2.931797
266.665192,435.570291,3.257490,2.378266,-0.740291,-0.553531
262.688619,432.664641,-3.236282,-2.352119,-3.976573,-2.905651
262.018237,432.146809,3.306192,2.387819,-0.670381,-0.517831
258.037673,429.255649,-3.310182,-2.373329,-3.980564,-2.891160
257.440963,428.778728,3.383854,2.414239,-0.596710,-0.476921
253.465458,425.906182,-3.378795,-2.395625,-3.975505,-2.872546
252.926407,425.476503,3.436454,2.442867,-0.539051,-0.429679
248.964645,422.601017,-3.422711,-2.445807,-3.961762,-2.875486
248.502854,422.225425,3.499971,2.499894,-0.461791,-0.375592
244.537041,419.364796,-3.504022,-2.485037,-3.965813,-2.860629
244.147492,419.016241,3.576264,2.512075,-0.389549,-0.348554
240.187237,416.182993,-3.570706,-2.484695,-3.960255,-2.833249
239.873604,415.866532,3.646621,2.516788,-0.313633,-0.316460
235.902262,413.053009,-3.657709,-2.497062,-3.971342,-2.813523
235.660793,412.764724,3.729873,2.525237,-0.241469,-0.288285
231.683369,409.988600,-3.735955,-2.487839,-3.977424,-2.776124
231.542758,409.695134,3.836814,2.482659,-0.140610,-0.293465
231.542758,409.695134,3.836814,2.482659,-0.140610,-0.293465
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
231.542758,409.695134,0.000000,0.000000,0.000000,0.000000
234.870398,405.963270,3.471200,-3.441707,3.327640,-3.731865
238.199817,402.232992,0.005153,-0.002194,3.329419,-3.730278
241.514173,398.499498,-0.015062,-0.003216,3.314357,-3.733494
244.836164,394.768796,0.007634,0.002792,3.321991,-3.730702
248.157361,391.031196,0.005046,-0.013470,3.321197,-3.737600
251.480143,387.295006,0.002923,-0.000093,3.322783,-3.736190
254.803349,383.559193,0.000648,0.000125,3.323206,-3.735813
258.134862,379.830785,0.008773,0.006883,3.331513,-3.728408
